id,forum_id,admin,user_ip,the_time,logon_name,screen_info,user_browser
1515,1,0,89.139.200.47,1175264294,Macpire,Res: 1280x1024 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1516,1,0,67.83.146.105,1175264307,zoharma,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en; rv:1.8.1.4pre) Gecko/20070325 Camino/1.1b+
1517,1,0,89.0.145.137,1175264360,mamby,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1518,1,0,82.81.79.33,1175264430,Guest,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9.1 (KHTML, like Gecko) Safari/419.3"
1519,1,0,84.228.167.113,1175264537,H2O,Res: 1280x1024 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1520,1,0,84.108.218.235,1175264894,davidgol,Res: 1152x870 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1521,1,0,84.228.107.91,1175264920,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1522,1,0,89.139.24.73,1175264925,Guest,Res: 1280x1024 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1523,1,0,88.152.124.131,1175265061,שימי לב,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1524,1,0,199.203.67.197,1175265095,Guest,Res: 1920x1200 Color-Pixel: 24-24,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/522+ (KHTML, like Gecko) Safari/419.3"
1525,1,0,89.0.145.137,1175265110,mamby,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1526,1,0,88.154.133.157,1175265168,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1527,1,0,89.1.225.8,1175265213,Guest,Res: 800x600 Color-Pixel: 32-undefined,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
1528,1,0,88.152.124.131,1175265252,שימי לב,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1529,1,0,81.182.58.40,1175265260,tomer2000,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1530,1,0,84.109.8.196,1175265266,גמד בבקיני,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1531,1,0,88.154.227.70,1175265268,PoohBear,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Shiira/1.2.2 Safari/125"
1532,1,0,89.0.147.92,1175265431,Guest,Res: 1440x900 Color-Pixel: 24-24,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Safari/419.3"
1533,1,0,87.69.80.215,1175265492,odedia,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1534,1,0,67.83.146.105,1175265558,zoharma,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en; rv:1.8.1.4pre) Gecko/20070330 Camino/1.1b+
1535,1,0,67.83.146.105,1175265587,zoharma,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en; rv:1.8.1.4pre) Gecko/20070330 Camino/1.1b+
1536,1,0,88.152.124.131,1175265675,שימי לב,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1537,1,0,84.229.152.11,1175265702,Guest,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.11) Gecko/20070312 Firefox/1.5.0.11
1538,1,0,88.152.124.131,1175265779,שימי לב,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1539,1,0,84.228.107.91,1175265798,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1540,1,0,88.152.124.131,1175265808,שימי לב,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1541,1,0,88.154.133.157,1175265832,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1542,1,0,195.157.85.146,1175265834,Guest,Res: 1280x1024 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1543,1,0,88.152.124.131,1175266056,שימי לב,Res: 1920x1200 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1544,1,0,80.178.106.81,1175266095,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1545,1,0,67.83.146.105,1175266118,zoharma,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en; rv:1.8.1.4pre) Gecko/20070330 Camino/1.1b+
1546,1,0,88.154.133.157,1175266124,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1547,1,0,85.3.134.158,1175266157,Guest,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1548,1,0,84.108.154.50,1175266201,משה,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1549,1,0,84.228.107.91,1175266223,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1550,1,0,84.228.107.91,1175266243,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1551,1,0,89.1.233.150,1175266247,Guest,Res: 1280x1024 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1552,1,0,67.83.146.105,1175266252,zoharma,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en; rv:1.8.1.4pre) Gecko/20070330 Camino/1.1b+
1553,1,0,88.154.133.157,1175266262,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1554,1,0,80.178.106.81,1175266285,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1555,1,0,84.229.9.51,1175266327,Nirho,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1556,1,0,84.228.107.91,1175266403,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1557,1,0,88.154.133.157,1175266402,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1558,1,0,84.228.107.91,1175266423,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1559,1,0,84.228.107.91,1175266437,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1560,1,0,128.139.226.34,1175266462,מיכה,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Shiira/1.2.2 Safari/125"
1561,1,0,84.228.107.91,1175266487,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1562,1,0,81.182.58.40,1175266529,tomer2000,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1563,1,0,81.182.58.40,1175266577,tomer2000,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1564,1,0,89.138.225.55,1175266601,אמית,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9.1 (KHTML, like Gecko) Safari/419.3"
1565,1,0,80.178.106.81,1175266711,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1566,1,0,88.154.133.157,1175266742,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1567,1,0,82.81.79.33,1175266813,Guest,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9.1 (KHTML, like Gecko) Safari/419.3"
1568,1,0,88.154.133.157,1175266916,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1569,1,0,88.154.133.157,1175267122,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1570,1,0,83.130.33.116,1175267139,shlomimini,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1571,1,0,80.178.106.81,1175267146,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1572,1,0,88.154.133.157,1175267181,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1573,1,0,80.178.76.215,1175267188,מעצב,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1574,1,0,88.154.133.157,1175267214,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1575,1,0,83.130.33.116,1175267309,shlomimini,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1576,1,0,87.68.72.235,1175267383,Papito,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.10) Gecko/20070216 Firefox/1.5.0.10
1577,1,0,89.1.173.195,1175267467,Guest,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1578,1,0,84.109.8.196,1175267491,גמד בבקיני,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1579,1,0,88.154.133.157,1175267498,Rick Deckard,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1580,1,0,84.229.37.64,1175267556,Guest,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1581,1,0,80.178.106.81,1175267605,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1582,1,0,80.178.106.81,1175267670,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1583,1,0,80.178.106.81,1175267718,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1584,1,0,88.153.123.89,1175267720,nizrachimac,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1585,1,0,217.132.208.192,1175267730,יעקב שמש,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1586,1,0,89.138.225.55,1175267747,אמית,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9.1 (KHTML, like Gecko) Safari/419.3"
1587,1,0,80.178.106.81,1175267752,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1588,1,0,84.108.253.202,1175267829,Guest,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1589,1,0,89.139.200.47,1175267875,Guest,Res: 1152x864 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1590,1,0,88.152.179.166,1175267923,Guest,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1591,1,0,83.130.33.116,1175268014,shlomimini,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1592,1,0,217.132.213.106,1175268028,tricky,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1593,1,0,84.228.10.43,1175268071,Trillian,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/20061204 Firefox/2.0.0.1
1594,1,0,84.229.42.160,1175268082,Guest,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1595,1,0,80.178.106.81,1175268139,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1596,1,0,217.132.213.106,1175268161,tricky,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1597,1,0,217.132.208.192,1175268204,יעקב שמש,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1598,1,0,68.48.189.160,1175268233,Guest,Res: 1152x720 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; he; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1599,1,0,88.153.179.111,1175268253,צביקה,Res: 1680x1050 Color-Pixel: 32-32,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
1600,1,0,89.138.225.55,1175268258,אמית,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9.1 (KHTML, like Gecko) Safari/419.3"
1601,1,0,88.152.179.166,1175268270,Guest,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1602,1,0,68.48.189.160,1175268283,GWash,Res: 1152x720 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; he; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1603,1,0,87.162.56.185,1175268326,Alonaxxx,Res: 1440x960 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1604,1,0,68.48.189.160,1175268336,GWash,Res: 1152x720 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; he; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1605,1,0,84.228.10.43,1175268337,Trillian,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/20061204 Firefox/2.0.0.1
1606,1,0,88.152.179.166,1175268354,Guest,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1607,1,0,88.152.179.166,1175268401,Guest,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1608,1,0,217.132.66.91,1175268504,Guest,Res: 1920x1200 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.0.11) Gecko/20070312 Firefox/1.5.0.11
1609,1,0,87.162.56.185,1175268524,Alonaxxx,Res: 1440x960 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1610,1,0,80.178.106.81,1175268552,tomirendo,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1611,1,0,89.139.59.177,1175268556,qwertyasd,Res: 1440x900 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1612,1,0,84.228.10.43,1175268578,Trillian,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/20061204 Firefox/2.0.0.1
1613,1,0,83.130.134.187,1175268642,pumba,Res: 1440x900 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1614,1,0,132.74.99.86,1175268644,עדן אוריון,Res: 1024x768 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.0.11) Gecko/20070312 Firefox/1.5.0.11
1615,1,0,212.199.121.209,1175268706,Guest,Res: 1280x854 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1616,1,0,88.153.123.89,1175268806,nizrachimac,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1617,1,0,84.109.46.25,1175268818,עידן,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1618,1,0,88.152.179.166,1175268844,Guest,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1619,1,0,83.130.33.116,1175268844,shlomimini,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1620,1,0,84.109.46.25,1175268853,Guest,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1621,1,0,84.229.215.172,1175268878,vco,Res: 1280x1024 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1622,1,0,83.130.33.116,1175268877,shlomimini,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1623,1,0,217.132.186.36,1175268989,Guest,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1624,1,0,80.178.45.168,1175268994,Guest,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1625,1,0,89.139.248.250,1175269002,I_DO,Res: 1440x900 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1626,1,0,89.139.200.47,1175268998,Guest,Res: 1280x1024 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1627,1,0,84.228.107.91,1175269031,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1628,1,0,88.152.179.166,1175269035,Guest,Res: 1280x800 Color-Pixel: 32-32,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
1629,1,0,88.153.123.89,1175269061,nizrachimac,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1630,1,0,80.178.45.168,1175269061,Guest,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1631,1,0,84.94.108.8,1175269093,Guest,Res: 1280x768 Color-Pixel: 32-undefined,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
1632,1,0,84.228.107.91,1175269094,UC,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1633,1,0,87.68.194.116,1175269149,Guest,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1634,1,0,84.94.108.8,1175269166,Guest,Res: 1280x768 Color-Pixel: 32-undefined,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
1635,1,0,89.1.203.112,1175269220,אלרונד,Res: 1024x768 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.4pre) Gecko/20070328 Firefox/2.0.0.4pre (Mac Community Build, ElFurbe)"
1636,1,0,87.68.194.116,1175269233,roypeled,Res: 1280x800 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1637,1,0,89.139.248.250,1175269251,I_DO,Res: 1440x900 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
1638,1,0,132.68.248.82,1175269300,שאול מ.,Res: 1680x1050 Color-Pixel: 32-32,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
