id,forum_id,page,ref,admin,user_ip,logon_name,timestamp,user_browser
263,1,/archive_single_view.php?id=173001&gid=172878,<blank>,0,77.127.216.204,*Guest,2009-01-10 10:58:01,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Avant Browser; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648)
264,1,/index.thread.php?parent=173902,http://forum.mac-it.co.il/index.php?forum_id=1&page=1,0,79.179.145.168,zapppo,2009-01-10 10:58:04,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
265,1,/,<blank>,0,192.116.58.157,*Guest,2009-01-10 10:58:14,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
267,1,/archive_single_view.php?id=157456&gid=157456,<blank>,0,74.6.22.187,*Guest,2009-01-10 10:58:24,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
268,1,/,<blank>,0,77.126.232.208,*Guest,2009-01-10 10:58:33,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
270,1,/forum/archive_single_view.php?id=86766&gid=86766,http://www.google.co.il/search?hl=iw&q=%D7%AA%D7%95%D7%9B%D7%A0%D7%94+%D7%9C%D7%A1%D7%95%D7%91%D7%91+%D7%95%D7%99%D7%93%D7%90%D7%95&meta=&btnG=%D7%97%D7%99%D7%A4%D7%95%D7%A9+%D7%91-Google,0,87.68.40.225,*Guest,2009-01-10 10:58:49,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.5) Gecko/2008120122 Firefox/3.0.5
271,1,/result.php?keyword=&byuser=amikam_t,http://forum.mac-it.co.il/index.php?forum_id=1&page=1,0,79.179.145.168,zapppo,2009-01-10 10:59:01,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
272,1,/result.php?keyword=%D7%90%D7%A0%D7%99%20%D7%9C%D7%90%20%D7%9E%D7%95%D7%A6%D7%90%20%D7%9B%D7%9C%D7%95%D7%9D%20%D7%91%D7%97%D7%99%D7%A4%D7%95%D7%A9%20%D7%91%D7%A4%D7%95%D7%A8%D7%95%D7%9D&page=24&byuser=0,http://www.google.co.il/search?q=ibreaker+download&hl=iw&cr=countryIL&rlz=1T4SKPB_enIL266IL268&filter=0,0,77.125.146.76,*Guest,2009-01-10 10:59:04,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; FunWebProducts; GTB5; .NET CLR 1.1.4322; .NET CLR 2.0.50727)
273,1,/result.php?keyword=&byuser=amikam_t,<blank>,0,66.249.67.184,*Guest,2009-01-10 10:59:16,Mediapartners-Google
274,1,/result.php?keyword=&byuser=amikam_t,<blank>,0,66.249.67.184,*Guest,2009-01-10 10:59:17,Mediapartners-Google
276,1,/single_view.php?id=173547&gid=173071,http://forum.mac-it.co.il/result.php?keyword=&byuser=amikam_t,0,79.179.145.168,zapppo,2009-01-10 10:59:24,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
277,1,/index.php,<blank>,0,79.178.88.164,blurred,2009-01-10 10:59:37,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
278,1,/,http://forum.mac-it.co.il/index.php,0,79.178.88.164,blurred,2009-01-10 10:59:39,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
279,1,/,<blank>,0,77.127.111.212,קילגור,2009-01-10 10:59:39,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.4) Gecko/2008102920 Firefox/3.0.4
281,1,/forum/board.php?type=0&page=27,http://www.google.be/search?hl=nl&q=zahra1969&btnG=Google+zoeken&meta=&rlz=1W1GPTB_nl,0,80.201.6.185,*Guest,2009-01-10 10:59:44,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; SIMBAR={BB6A2317-6C8E-4463-AB82-ADC1348BD9CC}; .NET CLR 1.1.4322; InfoPath.1)
282,1,/index.php,<blank>,0,79.176.70.31,*Guest,2009-01-10 11:00:00,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
283,1,/,<blank>,0,79.176.70.31,*Guest,2009-01-10 11:00:02,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
284,1,/result.php?keyword=&byuser=amikam_t,http://forum.mac-it.co.il/index.php?forum_id=1&page=1,0,79.179.145.168,zapppo,2009-01-10 11:00:03,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
285,1,/,<blank>,0,84.111.2.88,*Guest,2009-01-10 11:00:07,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.5) Gecko/2008121622 Ubuntu/8.10 (intrepid) Firefox/3.0.5
287,1,/tag_view.php?id=23,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:00:11,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
288,1,/,<blank>,0,79.177.132.72,*Guest,2009-01-10 11:00:13,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.4; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
289,1,/index.php?forum_id=1&page=2,http://forum.mac-it.co.il/,0,89.139.214.253,*Guest,2009-01-10 11:00:22,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
290,1,/single_view.php?id=140467&gid=140467,http://forum.mac-it.co.il/result.php?keyword=&byuser=amikam_t,0,79.179.145.168,zapppo,2009-01-10 11:00:26,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
291,1,/single_view.php?id=140467&gid=140467,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:00:30,Mediapartners-Google
293,1,/,http://forum.mac-it.co.il/,0,79.180.120.201,fadey,2009-01-10 11:00:39,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
294,1,/index.php,<blank>,0,81.208.36.87,OmerS,2009-01-10 11:00:40,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b2) Gecko/20081201 Firefox/3.1b2
295,1,/,<blank>,0,81.208.36.87,OmerS,2009-01-10 11:00:41,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b2) Gecko/20081201 Firefox/3.1b2
296,1,/result.php?keyword=&byuser=amikam_t,http://forum.mac-it.co.il/index.php?forum_id=1&page=1,0,79.179.145.168,zapppo,2009-01-10 11:00:59,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
298,1,/single_view.php?id=174312&gid=174312,<blank>,0,87.69.46.199,Ofek,2009-01-10 11:01:19,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
300,1,/,<blank>,0,89.138.95.84,*Guest,2009-01-10 11:01:42,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.36 Safari/525.19"
302,1,/archive_single_view.php?id=170373&gid=170373,http://forum.mac-it.co.il/result.php?keyword=&byuser=amikam_t,0,79.179.145.168,zapppo,2009-01-10 11:02:22,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
304,1,/archive_single_view.php?id=170373&gid=170373,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:02:26,Mediapartners-Google
305,1,/archive_single_view.php?id=170373&gid=170373,http://forum.mac-it.co.il/archive_single_view.php?id=170373&gid=170373,0,79.179.145.168,zapppo,2009-01-10 11:02:31,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
306,1,/single_view.php?id=121557&gid=121427,http://www.google.co.il/search?hl=iw&q=%D7%97%D7%A0%D7%95%D7%99%D7%95%D7%AA+%D7%A4%D7%9C%D7%90%D7%A4%D7%95%D7%A0%D7%99%D7%9D+%D7%91%D7%91%D7%95%D7%93%D7%A4%D7%A9%D7%98&meta=,0,79.182.111.183,*Guest,2009-01-10 11:02:36,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)
307,1,/archive_single_view.php?id=121557&gid=121427,<blank>,0,79.182.111.183,*Guest,2009-01-10 11:02:37,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)
308,1,/archive_single_view.php?id=121557&gid=121427,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:02:42,Mediapartners-Google
309,1,/result.php?keyword=&byuser=amikam_t,http://forum.mac-it.co.il/index.php?forum_id=1&page=1,0,79.179.145.168,zapppo,2009-01-10 11:02:47,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
310,1,/,<blank>,1,95.104.62.43,Macpire,2009-01-10 11:02:50,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
312,1,/,<blank>,0,213.8.87.161,*Guest,2009-01-10 11:02:53,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.5) Gecko/2008120122 Firefox/3.0.5
313,1,/,<blank>,0,84.108.75.115,*Guest,2009-01-10 11:02:55,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
314,1,/single_view.php?id=121557&gid=121427,http://www.google.co.il/search?hl=iw&q=%D7%97%D7%A0%D7%95%D7%99%D7%95%D7%AA+%D7%A4%D7%9C%D7%90%D7%A4%D7%95%D7%A0%D7%99%D7%9D+%D7%91%D7%91%D7%95%D7%93%D7%A4%D7%A9%D7%98&meta=,0,79.182.111.183,*Guest,2009-01-10 11:02:59,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)
315,1,/post.php?forum_id=1,http://forum.mac-it.co.il/,1,95.104.62.43,Macpire,2009-01-10 11:03:00,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
316,1,/archive_single_view.php?id=121557&gid=121427,<blank>,0,79.182.111.183,*Guest,2009-01-10 11:03:00,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)
317,1,/archive_single_view.php?id=13728&gid=13728,http://www.google.co.il/search?hl=iw&q=%D7%90%D7%99%D7%9A+%D7%9E%D7%97%D7%91%D7%A8%D7%99%D7%9D+%D7%A8%D7%90%D7%95%D7%98%D7%A8&btnG=%D7%97%D7%99%D7%A4%D7%95%D7%A9+%D7%91-Google&meta=&aq=1&oq=%D7%90%D7%99%D7%9A+%D7%9E%D7%97%D7%91%D7%A8%D7%99%D7%9D+,0,77.127.254.107,*Guest,2009-01-10 11:03:08,Mozilla/5.0 (Windows; U; Windows NT 6.0; he; rv:1.8.1.20) Gecko/20081217 Firefox/2.0.0.20
318,1,/board.php,http://forum.mac-it.co.il/,0,84.108.75.115,*Guest,2009-01-10 11:03:15,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
320,1,/index.php,<blank>,0,212.143.56.121,*Guest,2009-01-10 11:03:18,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
321,1,/,http://forum.mac-it.co.il/index.php,0,212.143.56.121,*Guest,2009-01-10 11:03:20,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
322,1,/archive_single_view.php?id=121435&gid=121427,http://forum.mac-it.co.il/archive_single_view.php?id=121557&gid=121427,0,79.182.111.183,*Guest,2009-01-10 11:03:20,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)
323,1,/archive_single_view.php?id=121435&gid=121427,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:03:22,Mediapartners-Google
324,1,/archive_single_view.php?id=121435&gid=121427,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:03:23,Mediapartners-Google
325,1,/,<blank>,0,62.219.155.23,*Guest,2009-01-10 11:03:26,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)
326,1,/archive_single_view.php?id=159099&gid=158999,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:03:33,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
327,1,/post.php?forum_id=1,http://forum.mac-it.co.il/post.php?forum_id=1,1,95.104.62.43,Macpire,2009-01-10 11:03:38,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
328,1,/index.php,http://forum.mac-it.co.il/feed.php,1,95.104.62.43,Macpire,2009-01-10 11:03:39,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
329,1,/,<blank>,0,217.132.64.207,topazh1,2009-01-10 11:03:40,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
330,1,/,<blank>,1,95.104.62.43,Macpire,2009-01-10 11:03:40,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
332,1,/,<blank>,0,62.219.155.23,*Guest,2009-01-10 11:03:54,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)
333,1,/,http://forum.mac-it.co.il/board.php,0,84.108.75.115,*Guest,2009-01-10 11:03:57,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
334,1,/archive_single_view.php?id=138404&gid=138402,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:03:59,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
335,1,/archive_single_view.php?id=121557&gid=121427,<blank>,0,79.182.111.183,*Guest,2009-01-10 11:04:09,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)
336,1,/single_view.php?id=18033&gid=18033,http://www.google.co.il/search?hl=iw&lr=lang_iw&q=%D7%90%D7%99%D7%9A+%D7%9E%D7%A9%D7%A0%D7%99%D7%9D+%D7%90%D7%99%D7%99%D7%A7%D7%95%D7%9F&start=10&sa=N,0,87.68.97.254,*Guest,2009-01-10 11:04:17,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)
337,1,/archive_single_view.php?id=18033&gid=18033,<blank>,0,87.68.97.254,*Guest,2009-01-10 11:04:17,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)
338,1,/archive_single_view.php?id=18033&gid=18033,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:04:21,Mediapartners-Google
339,1,/,<blank>,0,79.65.1.172,*Guest,2009-01-10 11:04:21,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.4; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
340,1,/single_view.php?id=174312&gid=174312,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:04:24,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
341,1,/index.php,<blank>,0,79.176.34.125,*Guest,2009-01-10 11:04:30,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_11; en) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
342,1,/,http://forum.mac-it.co.il/index.php,0,79.176.34.125,*Guest,2009-01-10 11:04:33,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_11; en) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
344,1,/,<blank>,0,79.178.105.114,almogfish,2009-01-10 11:04:45,Mozilla/5.0 (Windows; U; Windows NT 5.1; he; rv:1.9.0.5) Gecko/2008120122 Firefox/3.0.5
345,1,/single_view.php?id=174261&gid=174261,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:04:52,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
347,1,/,<blank>,0,89.0.157.231,אורנהי,2009-01-10 11:05:12,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
349,1,/single_view.php?id=18033&gid=18033,http://www.google.co.il/search?hl=iw&lr=lang_iw&q=%D7%90%D7%99%D7%9A+%D7%9E%D7%A9%D7%A0%D7%99%D7%9D+%D7%90%D7%99%D7%99%D7%A7%D7%95%D7%9F&start=10&sa=N,0,87.68.97.254,*Guest,2009-01-10 11:05:25,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)
350,1,/archive_single_view.php?id=18033&gid=18033,<blank>,0,87.68.97.254,*Guest,2009-01-10 11:05:26,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)
351,1,/single_view.php?id=174248&gid=174248,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:05:33,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
352,1,/single_view.php?id=174279&gid=174279,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:05:44,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
354,1,/,http://iphone.mac-it.co.il/,0,79.181.108.9,Wine,2009-01-10 11:06:13,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
356,1,/archive_single_view.php?id=37057&gid=36987,http://www.google.co.il/search?hl=iw&q=%D7%A4%D7%95%D7%A0%D7%98%D7%99%D7%9D+%D7%91%D7%A2%D7%91%D7%A8%D7%99%D7%AA+%D7%97%D7%99%D7%A0%D7%9D+%D7%9C%D7%9E%D7%A7&btnG=%D7%97%D7%99%D7%A4%D7%95%D7%A9&meta=,0,79.182.105.240,*Guest,2009-01-10 11:06:24,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
357,1,/,<blank>,0,217.132.60.171,*Guest,2009-01-10 11:06:24,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
358,1,/archive_single_view.php?id=157134&gid=157020,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:06:39,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
360,1,/index.php?forum_id=1&page=2,http://forum.mac-it.co.il/,0,84.111.2.88,*Guest,2009-01-10 11:06:45,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.5) Gecko/2008121622 Ubuntu/8.10 (intrepid) Firefox/3.0.5
361,1,/single_view.php?id=152492&gid=152301,http://www.google.co.il/search?hl=iw&sa=X&oi=spell&resnum=0&ct=result&cd=1&q=www.motv-il.com&spell=1,0,82.81.12.196,*Guest,2009-01-10 11:06:57,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
362,1,/archive_single_view.php?id=152492&gid=152301,<blank>,0,82.81.12.196,*Guest,2009-01-10 11:07:00,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
364,1,/forum/archive.php?page=42,http://www.google.co.il/search?hl=iw&sa=X&oi=spell&resnum=0&ct=result&cd=1&q=%D7%90%D7%99%D7%9A+%D7%9E%D7%9B%D7%A0%D7%99%D7%A1%D7%99%D7%9D+%D7%A1%D7%99%D7%A1%D7%9E%D7%94+Edimax&spell=1,0,212.116.189.175,*Guest,2009-01-10 11:07:19,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
365,1,/,http://iphone.mac-it.co.il/,0,79.181.108.9,Wine,2009-01-10 11:07:23,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
366,1,/forum/archive.php?page=42,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:07:29,Mediapartners-Google
367,1,/forum/archive.php?page=42,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:07:31,Mediapartners-Google
369,1,/,http://forum.mac-it.co.il/,0,84.108.75.115,*Guest,2009-01-10 11:07:38,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
370,1,/single_view.php?id=116909&gid=116855,http://www.google.co.il/search?hl=ru&q=%D7%9E%D7%99%D7%9C%D7%95%D7%9F+%D7%A2%D7%91%D7%A8%D7%99&as_q=+%D7%AA%D7%99%D7%A7%D7%95%D7%9F+%D7%A9%D7%92%D7%99%D7%90%D7%95%D7%AA+%D7%9B%D7%AA%D7%99%D7%91&btnG=%D0%9F%D0%BE%D0%B8%D1%81%D0%BA+%D0%B2+%D0%BD%D0%B0%D0%B9%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE%D0%BC,0,85.250.61.196,*Guest,2009-01-10 11:07:41,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
371,1,/archive_single_view.php?id=116909&gid=116855,<blank>,0,85.250.61.196,*Guest,2009-01-10 11:07:42,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
372,1,/archive_single_view.php?id=116909&gid=116855,<blank>,0,66.249.67.184,*Guest,2009-01-10 11:07:46,Mediapartners-Google
373,1,/index.php?forum_id=1&page=3,http://forum.mac-it.co.il/index.php?forum_id=1&page=2,0,84.111.2.88,*Guest,2009-01-10 11:07:49,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.5) Gecko/2008121622 Ubuntu/8.10 (intrepid) Firefox/3.0.5
375,1,/archive_single_view.php?id=15371&gid=14953,<blank>,0,74.6.22.187,*Guest,2009-01-10 11:08:13,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
376,1,/single_view.php?id=152492&gid=152301,http://www.google.co.il/search?hl=iw&sa=X&oi=spell&resnum=0&ct=result&cd=1&q=www.motv-il.com&spell=1,0,82.81.12.196,*Guest,2009-01-10 11:08:14,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
377,1,/index.php?forum_id=http://man.43i.net/index.htm?,<blank>,0,78.42.136.128,*Guest,2009-01-10 11:08:16,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)
378,1,/,<blank>,0,79.177.132.72,*Guest,2009-01-10 11:08:22,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.4; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
379,1,/archive_single_view.php?id=152492&gid=152301,<blank>,0,82.81.12.196,*Guest,2009-01-10 11:08:23,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
380,1,/,<blank>,0,84.109.22.248,ascensi0n,2009-01-10 11:08:26,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
381,1,/,<blank>,0,77.127.229.204,*Guest,2009-01-10 11:08:30,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.14) Gecko/20080404 Firefox/2.0.0.14
383,1,/,<blank>,0,87.70.102.182,*Guest,2009-01-10 11:08:33,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.0.5) Gecko/2008120121 Firefox/3.0.5
384,1,/single_view.php?id=116909&gid=116855,http://www.google.co.il/search?hl=ru&q=%D7%9E%D7%99%D7%9C%D7%95%D7%9F+%D7%A2%D7%91%D7%A8%D7%99&as_q=+%D7%AA%D7%99%D7%A7%D7%95%D7%9F+%D7%A9%D7%92%D7%99%D7%90%D7%95%D7%AA+%D7%9B%D7%AA%D7%99%D7%91&btnG=%D0%9F%D0%BE%D0%B8%D1%81%D0%BA+%D0%B2+%D0%BD%D0%B0%D0%B9%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE%D0%BC,0,85.250.61.196,*Guest,2009-01-10 11:08:34,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
385,1,/archive_single_view.php?id=116909&gid=116855,<blank>,0,85.250.61.196,*Guest,2009-01-10 11:08:35,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
386,1,/,http://forum.mac-it.co.il/,0,84.108.75.115,*Guest,2009-01-10 11:08:35,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-us) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
