id,gid,body,admin,title,date,file_1,file_2,file_3,locked,mailto,parent,level,edit_in,removed,user_ip,mailback,priority,register,username,sort_date,link_url_1,link_url_2,link_url_3,file_info_1,file_info_2,file_info_3,link_name_1,link_name_2,link_name_3
105,104,"אבל מהמעט שיש, היא עוזרת שצריך לסגנן טקסטים בעברית לבניית אתרים<br />ואחרכך אפשר להעתיק משם את הקוד או התצוגה ולהדביק בעורך המועדף. ",1,"NVU עושה עבודה יפה, אין לי הרבה ניסיון איתה.. ",23/03/2006 - 18:33,<blank>,<blank>,<blank>,0,<blank>,104,1,NULL,0,NULL,0,0,0,Macpire,1143131625,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
106,106,אולי הגיע הזמן שנעבור? 8)  ,0,אחלה פורום! יאללה מתי עוברים? ,23/03/2006 - 19:00,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,פיני,1143134058,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
107,106,<blank>,0,כי הגיע הזמן. ,23/03/2006 - 19:14,<blank>,<blank>,<blank>,0,<blank>,106,1,NULL,0,NULL,0,0,0,דובב,1143134058,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
117,117,<blank>,1,"אוקי הבעיה תוקנה, הנה לינק ישיר לפיד... ",23/03/2006 - 21:31,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,Macpire,1143187712,http://forum.macpire.com/macforum/feed.xml,http://,http://,<blank>,<blank>,<blank>,פיד RSS ,<blank>,<blank>
118,118,אני ניגש לתיקיה שנמצאת על מחשב אחר שיש לי בבית - פיסי.<br />למה רק לחלק מהתיקיות הוא מראה לי כמה אייטימים יש בפנים? ,0,למה? ,23/03/2006 - 21:32,png,png,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,בן קלינגר,1143149190,http://,http://,http://,הסבר ויזואלי ,<blank>,<blank>,<blank>,<blank>,<blank>
119,118,מבחינת פורמט וכדומה ,1,מעניין באמת :/ התוכן שלהם זהה לאחרים? ,23/03/2006 - 21:33,<blank>,<blank>,<blank>,0,<blank>,118,1,NULL,0,NULL,0,0,0,Macpire,1143142434,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
120,117,"אבל אפל החליטו שהכל מיושר שמאלה.. אתה בא וטוען שבעברית יהיה מיושר ימינה, כי ככה צריך... אבל אבל אבל אם חלון הדפדפן פרוס לרוחב גדול... אין שום קשר בין כותרת לתוכן.. וזה לא נחמד :( ",0,אתה בסדר אתה... ,23/03/2006 - 22:08,<blank>,<blank>,<blank>,0,<blank>,117,1,NULL,0,NULL,0,0,0,דובב,1143144519,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
121,118,"יש קבצי avi, ובחלק גם קבצי כתוביות.<br />וההופעה /אי-הופעה   לא קשורה לאם יש כתוביות או לא. ",0,בכולם ,23/03/2006 - 22:09,<blank>,<blank>,<blank>,0,<blank>,119,2,NULL,0,NULL,0,0,0,בן קלינגר,1143144549,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
122,118,<blank>,0,ממש מוזר :/ ,23/03/2006 - 22:16,<blank>,<blank>,<blank>,0,<blank>,121,3,NULL,0,NULL,0,0,0,Macpire,1143144970,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
123,117,ישור כותרת.. לא יודע למה :/<br />ויש תג על הכותרת! ,0,כפי ששמתי לב שום קורא פידים לא יודע לזהות  ,23/03/2006 - 22:17,<blank>,<blank>,<blank>,0,<blank>,120,2,NULL,0,NULL,0,0,0,Macpire,1143145024,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
124,117,<blank>,0,אני רוצה ת'כסף חזרה! ,23/03/2006 - 23:22,<blank>,<blank>,<blank>,0,<blank>,123,3,NULL,0,NULL,0,0,0,דובב,1143148941,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
125,117,חלון צף שיופיע במעבר על המילה 'מקרא ועזרה'<br />סתם תופס מקום שיכול לשמש לכותרת משנה גדולה &quot;דובב המאגניב&quot; ,0,אי אפשר להכניס את כל המקרא וההערות לתוך... ,23/03/2006 - 23:24,<blank>,<blank>,<blank>,0,<blank>,124,4,NULL,0,NULL,0,0,0,דובב,1143149042,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
126,118,<blank>,0,גם אצלי זה ככה... בגישה למק אחר בבית... ,23/03/2006 - 23:26,<blank>,<blank>,<blank>,0,<blank>,118,1,NULL,0,NULL,0,0,0,דובב,1143149190,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
127,127,<blank>,0,איזה פורום פ33ה   }{   }{   }{   }:{   }:{  ,24/03/2006 - 00:35,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,יא מגניב ,1143153492,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
128,64,אחת שתיים שלוש   @-)   8-)   :-(   ;-)   ,0,נסיון ,24/03/2006 - 00:37,<blank>,<blank>,<blank>,0,<blank>,73,3,NULL,0,NULL,0,0,0,יא מגניב ,1143153443,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
129,127,<blank>,0,אפשר גם להקפיץ!!!  ממש מעולה אני גומרררר ,24/03/2006 - 00:38,<blank>,<blank>,<blank>,0,<blank>,127,1,NULL,0,NULL,0,0,0,יא מגניב ,1143153492,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
130,117,למקום אחר. ,0,בנתיים זה למעלה שילמדו וזה... אחר כך יעבור  ,24/03/2006 - 05:16,<blank>,<blank>,<blank>,0,<blank>,125,5,NULL,0,NULL,0,0,0,Macpire,1143170170,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
131,131,<blank>,0,פוסטר מצחיק ששלחו לי לפני כמה ימים :-P  ,24/03/2006 - 05:41,jpg,jpg,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,Macpire,1143233485,http://,http://,http://,דא פיירפוקס ,<blank>,<blank>,<blank>,<blank>,<blank>
132,117,<blank>,0,אני רוצה ת'כסף חזרה! ,24/03/2006 - 08:43,<blank>,<blank>,<blank>,0,<blank>,130,6,NULL,0,NULL,0,0,0,דובב,1143182626,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
133,117,<blank>,0,לא רוצה ולא רוצה :-p ,24/03/2006 - 10:08,<blank>,<blank>,<blank>,0,<blank>,132,7,NULL,0,NULL,0,0,0,Macpire,1143187712,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
134,134,<blank>,0,לוח המודעות פעיל לשירותכם (: ,24/03/2006 - 10:26,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,Macpire,1143227197,http://forum.macpire.com/macforum/macboard.php,http://,http://,<blank>,<blank>,<blank>,לוח מודעות ,<blank>,<blank>
135,64,"נפתח חלון כחול קטן ריק, רצוי לשים שם &quot;ללא תוכן&quot; או משהו בסגנון.<br /><br />בכל אופן, אני מת על הפורום הזה !!!<br /><br />איזו רמה :-) ",0,תצוגה מקדימה כשאין תוכן ,24/03/2006 - 12:04,<blank>,<blank>,<blank>,0,<blank>,128,4,NULL,0,NULL,0,0,0,Boulderdash,1143194672,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
136,64,לא מופיע (: ,0,"החלון הקטן שהיה , היה כי עשיתי טעות, כרגע הוא ",24/03/2006 - 12:05,<blank>,<blank>,<blank>,0,<blank>,135,5,NULL,0,NULL,0,0,0,Macpire,1143194723,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
137,134,מודעת מכירה: מי שרוצה למכור משהו.<br />מודעת קניה: מי שרוצה לקנות משהו.<br />מודעת שירותים: טכנאי מק וכדומה אשר נותנים שירותים למשתמשי מק. ,0,הסבר לגבי לוח המודעות... ,24/03/2006 - 12:07,<blank>,<blank>,<blank>,0,<blank>,134,1,NULL,0,NULL,0,0,0,Macpire,1143194827,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
138,81,<blank>,0,:-p ,24/03/2006 - 12:18,<blank>,<blank>,<blank>,0,<blank>,81,1,NULL,0,NULL,0,0,0,Macpire,1143195513,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
139,139,אחלה פורום עיצוב יפה דומה למק :-) <br /><br />חח  :-)  :-)  תמיד אמרתי שאתה קישרון מבוזבז חח<br /> ,0,סחטיין על הפורום שועליקו !! ,24/03/2006 - 12:27,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,אלירן-אביטל,1143196043,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
140,134,למה לא להכניס כאן במקום מסויים בפורום<br />את כל נותני השרותים בתחום וכל אחד יוכל לבחור לו את מי שהוא רוצה ,0,שרותים למק ,24/03/2006 - 13:53,<blank>,<blank>,<blank>,0,<blank>,137,2,NULL,0,NULL,0,0,0,צביקה,1143201208,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
141,141,אולי לשתף תוכנות למשל ? :) ,0,אז מותר לדבר כאן על הכל ?  ,24/03/2006 - 14:23,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,castroman,1143203903,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
142,141,"אז ככה, אני אישית לא הייתי רוצה לראות הודעות על שיתופים לא חוקיים של קבצים על גבי הפורום..<br />אבל כמו שכתוב בכללי האתר, אני לא נושא באחריות למה שנכתב כאן<br /><br />תהנו:) ",0,שיתוף והפורום- קווים כלליים ,24/03/2006 - 14:38,<blank>,<blank>,<blank>,0,<blank>,141,1,NULL,0,NULL,0,0,0,Macpire,1143203903,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
143,134,<blank>,0,מה לא מספיק בלוח מודעות? ,24/03/2006 - 14:39,<blank>,<blank>,<blank>,0,<blank>,140,3,NULL,0,NULL,0,0,0,Macpire,1143203982,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
144,144,"אתה לא מבייש את החצי שלך :)<br /><br />בהצלחה, ותהנו חבר'ה!<br /><br /> ",0, כל הכבוד רודד  [:]  ,24/03/2006 - 14:43,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,Supergirl,1143211330,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
145,145,<blank>,0, אהלן ,24/03/2006 - 14:45,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,Supergirl,1143224853,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
146,144,<blank>,0,משוחדת ,24/03/2006 - 15:46,<blank>,<blank>,<blank>,0,<blank>,144,1,NULL,0,NULL,0,0,0,wdsrk,1143207979,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
147,104,<blank>,0,עם אתה מכין את האתרים שלך בעברית? ,24/03/2006 - 16:11,<blank>,<blank>,<blank>,0,<blank>,105,2,NULL,0,NULL,0,0,0,israhack,1143209489,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
148,144,<blank>,0,אם היית מכיר אותי היית יודע שאותי קשה לשחד;) ,24/03/2006 - 16:25,<blank>,<blank>,<blank>,0,<blank>,146,2,NULL,0,NULL,0,0,0,Supergirl,1143210351,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
149,144,<blank>,0,לרודד בטח יש את השיטות... (-; ,24/03/2006 - 16:42,<blank>,<blank>,<blank>,0,<blank>,148,3,NULL,0,NULL,0,0,0,wdsrk,1143211330,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
150,134,<blank>,0,נראה לי שהוספת קישור ליד ה-RSS בראש העמוד  ,24/03/2006 - 17:08,<blank>,<blank>,<blank>,0,<blank>,143,4,NULL,0,NULL,0,0,0,צביקה,1143212913,http://mac.plonter.co.il/plonwiki/%D7%90%D7%99%D7%A4%D7%94_%D7%A7%D7%95%D7%A0%D7%99%D7%9D_%D7%9E%D7%A7%D7%99%D7%A0%D7%98%D7%95%D7%A9,http://,http://,<blank>,<blank>,<blank>,איפה קונים מקינטוש ,<blank>,<blank>
151,134,איך אני אזכור את כל זה?? ,0,רגע ,24/03/2006 - 17:09,<blank>,<blank>,<blank>,0,<blank>,137,2,NULL,0,NULL,0,0,0,עקרב כתום,1143212978,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
152,152,מה עם אייקונים מקינטושיים ? מה עם איזה ניוטון קטן ? איזה מק 128 ? הפרצוף של סיסטם 10 ?<br /><br />ככה אי אפשר להמשיך !!!!!! ,0,משבר עם הפורום  :-$  ,24/03/2006 - 18:32,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,יריב,1143281905,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
153,152,אסון לאומי!!!!!<br />רודד להגיב ומייד  }:{  ,0, @-)  ,24/03/2006 - 18:54,<blank>,<blank>,<blank>,0,<blank>,152,1,NULL,0,NULL,0,0,0,רונן שרון,1143219287,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
154,154,שלום רציתי לדעת איך שמים כתוביות בסרטים על מק?<br />ובאיזה תוכנה אתם משתמשים לראות סרטים? אני משתמש בVLC ,0,כתוביות בסרטים ,24/03/2006 - 19:05,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,israhack,1143478138,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,??????????????????,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,NULL,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
181,181,<blank>,<blank>,"כרגע הודעות חדשות בצבע שחור, אפור בהיר הן ;-) ",<blank>,<blank>,<blank>,<blank>,0,<blank>,0,<blank>,<blank>,0,NULL,0,0,0,Macpire,1143416369,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
182,179,<blank>,0,בטח שהבנת ,26/03/2006 - 07:20,jpg,jpg,<blank>,0,<blank>,180,2,NULL,0,NULL,0,0,0,דובב,1143350449,http://,http://,http://,הנה ככה ,<blank>,<blank>,<blank>,<blank>,<blank>
183,183,מסדרים עם סינכרון דרך שן כחולה?<br />אני הולך לקנות את SAMSUNG SGH-E360 בארה&quot;ב<br />לא הכי מתקדם אבל מתאים לי ,0,איך טלפון סלולרי ומק? ,26/03/2006 - 07:40,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,רונן שרון,1143440197,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
184,179,אצלי אין את זה משום מה....<br /><br />אולי תגדיל את רוחב הדפדפן..... (אין לי  מסך 16:9.....) ,0,לא הבנתי מה הבעיה...... ,26/03/2006 - 07:47,png,png,<blank>,0,<blank>,182,3,NULL,0,NULL,0,0,0,שימי לב,1143352045,http://,http://,http://,ככה זה אצלי... ,<blank>,<blank>,<blank>,<blank>,<blank>
185,179,"בקרוב מאוד.. כי לא יתכן שיהיו כל כך הרבה לינקים למעלה ;)<br />בנתיים זה בגבולי, ורק ברזולוציה מתחת ל 800 (אף משתמש מק לא משתמש ב 800) זה יראה כמו ששלחת ",0,דובבוש }{ הכל יכנס תחת קטגורית &quot;אפשריות&quot;  ,26/03/2006 - 07:56,<blank>,<blank>,<blank>,0,<blank>,182,3,NULL,0,NULL,0,0,0,Macpire,1143352610,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
186,181,אבדוק שיטה אחרת של הישום שתתאים גם לספארי..<br />כמה שהדפדפן מבית אפל מטומטם זה משהו :/ ,0,טוב כרגיל ספארי מזייף וזה לא עובד שם.. אני  ,26/03/2006 - 08:00,<blank>,<blank>,<blank>,0,<blank>,181,1,NULL,0,NULL,0,0,0,Macpire,1143352817,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
187,187,אני מתחיל להכין את מנהל הבנק שלי... ,0,תענוג... ,26/03/2006 - 08:15,<blank>,<blank>,<blank>,0,<blank>,0,0,NULL,0,NULL,0,0,0,Idan,1143372101,http://news.softpedia.com/news/Mac-Are-Fast-Windows-PCs-20197.shtml,http://,http://,<blank>,<blank>,<blank>,מק מריץ windows ,<blank>,<blank>
188,181,מה ניסית ומה לא עבד? אם יש לך test case מינימלי לצרף - זה הכי טוב. האם הבאג קיים גם ב-nightly builds של WebKit? ,0,אתה יכול לפרט לגבי הבאג בספארי? ,26/03/2006 - 08:39,<blank>,<blank>,<blank>,0,<blank>,186,2,NULL,0,NULL,0,0,0,מיץ פטל,1143355158,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
189,154,<blank>,0,תבחר קידוד hebrew windows ,26/03/2006 - 09:19,<blank>,<blank>,<blank>,0,<blank>,174,10,NULL,0,NULL,0,0,0,זאביק,1143357595,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
190,181,"כל לינק כאן מקבל איידי משלו כדי שיהיה לדפדפן מה לשמור..<br />תוכל לראות שתעמוד על הכותרת (בסטאטוס בר)<br /><br />מישומה הספארי לא זוכר את הלינקים האלה כלינקים שביקרו בהם, או שיש לו בעיה עם התגית visited ב CSS, אחת מהשניים.<br /><br />אני אבדוק לדבי הוובקיט, מהניסיון האחרון שלי הוובקיט נתן תוצאות מחרידות יותר מהבילד הרשמי (ברינדור של דיבים וסטייל). ",0,העניין הוא פשוט.. האתר שומר לנקים שבוקרו אצלו ,26/03/2006 - 09:29,<blank>,<blank>,<blank>,0,<blank>,188,3,NULL,0,NULL,0,0,0,Macpire,1143358170,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
191,171,עכשיו נראה שלא תשפר?!....<br /><br />האמת שקו כזה גם מאפשר לראות ביתר קלות את תאריך ההודעה ,0, מיכאל המפחיד :*|  ,26/03/2006 - 09:40,<blank>,<blank>,<blank>,0,<blank>,175,2,NULL,0,NULL,0,0,0,מיכאל,1143358801,http://,http://,http://,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
192,171,<blank>,0,זה לא האיקון שבחרתי.... לא חשוב... ,26/03/2006 - 11:17,<blank>,<blank>,<blank>,0,<blank>,191,3,NULL,0,NULL,0,0,0,מיכאל,1143364673,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
193,181,<blank>,0,גם ב nightly builds ,26/03/2006 - 13:14,<blank>,<blank>,<blank>,0,<blank>,188,3,NULL,0,NULL,0,0,0,Macpire,1143371653,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
194,187,<blank>,0,נראה כמו התחלה של עידן חדש ;) תרתי משמע ,26/03/2006 - 13:21,<blank>,<blank>,<blank>,0,<blank>,187,1,NULL,0,NULL,0,0,0,Macpire,1143372101,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
195,183,"iSync באתר של אפל. יש שם רשימה מלאה של אלו שנתמכים.<br />האחרים, לצערי, כמו ה - V3x שלי לא נתמכים עדיין, ואני מקווה שזה עדיין קצר. ",0,נסה לבדוק בדף של ,26/03/2006 - 16:21,<blank>,<blank>,<blank>,0,<blank>,183,1,NULL,0,NULL,0,0,0,ריימונד,1143382895,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
